3.700093818296831261e-01,6.299906181703168739e-01
1.442260903213762879e-01,8.557739096786235455e-01
8.053139364805405043e-01,1.946860635194595235e-01
3.839333722511972802e-01,6.160666277488027198e-01
3.569743337713553455e-01,6.430256662286446545e-01
6.825865993109191399e-01,3.174134006890809157e-01
7.454856408633914189e-01,2.545143591366086921e-01
1.825409356943681616e-01,8.174590643056316441e-01
2.447841917828664227e-01,7.552158082171336329e-01
3.697277094995540248e-01,6.302722905004459752e-01
2.933923929481351278e-01,7.066076070518649832e-01
2.945626571693425455e-01,7.054373428306573990e-01
3.915054625896030593e-01,6.084945374103968296e-01
7.646682940149419627e-01,2.353317059850580928e-01
7.876578533271016980e-01,2.123421466728983020e-01
4.502403563309043122e-01,5.497596436690956878e-01
8.258123719941125040e-01,1.741876280058875515e-01
1.563101669268786020e-01,8.436898330731212869e-01
6.788815994939612075e-01,3.211184005060386815e-01
6.676106973170323755e-01,3.323893026829676800e-01
5.845149356574470545e-01,4.154850643425529455e-01
4.047552373097974554e-01,5.952447626902024336e-01
1.982762634763214904e-01,8.017237365236782320e-01
7.105667582334399546e-01,2.894332417665600454e-01
5.599586893425385625e-01,4.400413106574614375e-01
6.116812144534053974e-01,3.883187855465946026e-01
1.901403798117379529e-01,8.098596201882617418e-01
4.651512982467423951e-01,5.348487017532576049e-01
8.053139364805405043e-01,1.946860635194595235e-01
4.193608407364358692e-01,5.806391592635641308e-01
5.919560182233778445e-01,4.080439817766222665e-01
2.447841917828664227e-01,7.552158082171336329e-01
7.395287733086661763e-01,2.604712266913338792e-01
2.691947939058547679e-01,7.308052060941452321e-01
7.334978695022745798e-01,2.665021304977254757e-01
1.999157486922329141e-01,8.000842513077669471e-01
6.955384070827717036e-01,3.044615929172283519e-01
5.763805947319047274e-01,4.236194052680953281e-01
6.424821326425269596e-01,3.575178673574728738e-01
6.982682143357212823e-01,3.017317856642787732e-01
6.443521695704743646e-01,3.556478304295255799e-01
2.721332966146901566e-01,7.278667033853097879e-01
6.769049094354288032e-01,3.230950905645712523e-01
6.070480932719125589e-01,3.929519067280874411e-01
3.109939067634486243e-01,6.890060932365513757e-01
5.117612592222523515e-01,4.882387407777476485e-01
2.809465642674603414e-01,7.190534357325394366e-01
4.535306700399115987e-01,5.464693299600883458e-01
2.677657215029503601e-01,7.322342784970495844e-01
6.480989282521034678e-01,3.519010717478965322e-01
7.409633795389587441e-01,2.590366204610413670e-01
7.876578533271016980e-01,2.123421466728983020e-01
1.479341522509377282e-01,8.520658477490620220e-01
6.194218524319002883e-01,3.805781475680997672e-01
1.999157486922329141e-01,8.000842513077669471e-01
2.818908937992661845e-01,7.181091062007336490e-01
6.592545957182516236e-01,3.407454042817484874e-01
7.808286863433231417e-01,2.191713136566768583e-01
7.074713416348055173e-01,2.925286583651943717e-01
7.741435119678731214e-01,2.258564880321269064e-01
6.661054234253920292e-01,3.338945765746080263e-01
7.946419474814450101e-01,2.053580525185549344e-01
4.382460155592405870e-01,5.617539844407593019e-01
6.995486133362207593e-01,3.004513866637791297e-01
7.632192360222832539e-01,2.367807639777167739e-01
7.205101751568591117e-01,2.794898248431409438e-01
3.371441657256316615e-01,6.628558342743683385e-01
2.933923929481351278e-01,7.066076070518649832e-01
2.464800219095267253e-01,7.535199780904732192e-01
6.623586647437628150e-01,3.376413352562370740e-01
8.053139364805405043e-01,1.946860635194595235e-01
7.633789903387757647e-01,2.366210096612242908e-01
2.416054216099514651e-01,7.583945783900483129e-01
