5.177633442535870545e-01,4.822366557464129455e-01
4.187055464670906835e-01,5.812944535329093165e-01
5.826891133390884603e-01,4.173108866609116507e-01
4.426842989812393991e-01,5.573157010187606009e-01
4.419800118042764847e-01,5.580199881957235153e-01
5.422670032877375812e-01,4.577329967122624188e-01
5.564333545707473849e-01,4.435666454292525596e-01
4.142645374500835698e-01,5.857354625499163747e-01
4.681691402508557642e-01,5.318308597491442358e-01
4.844096525892728211e-01,5.155903474107271789e-01
4.640732509307510800e-01,5.359267490692488645e-01
4.373118933804617803e-01,5.626881066195382752e-01
4.464025125793029125e-01,5.535974874206971430e-01
6.078109099334012555e-01,3.921890900665987445e-01
5.732500709375513148e-01,4.267499290624487407e-01
4.267606702294424736e-01,5.732393297705574708e-01
5.731331065021194604e-01,4.268668934978804841e-01
4.201697682431103087e-01,5.798302317568896358e-01
5.752883505430773647e-01,4.247116494569225797e-01
4.887210619840888781e-01,5.112789380159110664e-01
5.695322432723416428e-01,4.304677567276583572e-01
4.874148048188261528e-01,5.125851951811739582e-01
4.099338560477632787e-01,5.900661439522366658e-01
5.701755809735372660e-01,4.298244190264627340e-01
5.109584738230761314e-01,4.890415261769238131e-01
5.471093522979783019e-01,4.528906477020217536e-01
3.990158585131646785e-01,6.009841414868354326e-01
4.631944154416604564e-01,5.368055845583394881e-01
5.731331065021194604e-01,4.268668934978804841e-01
4.714353261116518978e-01,5.285646738883481577e-01
5.463810015138925724e-01,4.536189984861073721e-01
4.681691402508557642e-01,5.318308597491442358e-01
5.313718126948572262e-01,4.686281873051428293e-01
4.522518144202282708e-01,5.477481855797716737e-01
5.812511295994579053e-01,4.187488704005420947e-01
4.006068307977493359e-01,5.993931692022506086e-01
4.887210619840888781e-01,5.112789380159110664e-01
4.862768243168924531e-01,5.137231756831074359e-01
5.423732203023743370e-01,4.576267796976256075e-01
5.925818009980676759e-01,4.074181990019323241e-01
5.194428779040504152e-01,4.805571220959496404e-01
4.479802360898373914e-01,5.520197639101627196e-01
5.614261458559155482e-01,4.385738541440845073e-01
5.423098304982089113e-01,4.576901695017910887e-01
4.694132281107923355e-01,5.305867718892075535e-01
4.750419918142221309e-01,5.249580081857778691e-01
4.472210006488097078e-01,5.527789993511902367e-01
4.745028999079645149e-01,5.254971000920354296e-01
4.382788244475586126e-01,5.617211755524413874e-01
